miért?	Mostantól mindent fixnek tekintek. Hosszú évekre. Ezt veszem alapul, és mindent erre építek  Aggódjon a faszom.
Sneci, fasza helyen dolgozol, ahol egyrészt megengedik, hogy betegen menj be, másrészt a fura foltos gamer laptopod kell bevinni, hogy felrakják a VPN-t, mert még arra se képesek, hogy valami olcsó laptopot biztosítsanak minden munkatársnak.	Mit kezdenék egy olcsóval? Azért egy modern IDE is követel némi erőforrást.
Amúgy nem legó sztrímnek kéne lennie pontban 20 órától aztán 21:30-tól pedig jön a vérprofi gémer tartalom?	Majd jövő hét keddtől.
"Asszem ez a hét az utolsó hogy az ""öreggel"" laksz,mész az utcára :) :) :) :) :) :)"	A veszély az veszély. Mondtam neki tegnap is. Amíg 1000 alatt van a berlini esetek száma, addig ez egy vicc.
"Asszem ez a hét az utolsó hogy az ""öreggel"" laksz,mész az utcára :) :) :) :) :) :)"	De ha felette lesz jóval, az már veszély. Ezt mondtam neki 530-nál.
"Asszem ez a hét az utolsó hogy az ""öreggel"" laksz,mész az utcára :) :) :) :) :) :)"	És ma reggel, hogy a 689 szerencsére még mindig bőven az 1000 alatt van.
"Asszem ez a hét az utolsó hogy az ""öreggel"" laksz,mész az utcára :) :) :) :) :) :)"	Ez lett dudámra 731.
mindennapi valóságtagadás	De ha egyszer tényleg van :)
ha ténylkeg ezrével hevernek az ucccán a halottak, és minden összeomlik, akó végre totális leszámolás lesz az álkeresztény, műmagyar tetvekkel.....a sodi félékkel......	Én mától kifejezetten ezért drukkolok, hogy legyen annyira szar a helyzet, hogy juszt se legyen értelme melóba menni, és juszt is nekem légyen igazam. xD
Egy szerzői jogvédő szervezet írhatna most az EsPresto-nak, hogy (VPN-es home office közben) a céges internetkapcsolatról nCore-ozták le a Doom-ot és egyéb dolgokat, és egy peren kívüli megegyezéssel elkerülhető az EsPresto beperelése.	Megvettem Stream-en, hahó.
Egy szerzői jogvédő szervezet írhatna most az EsPresto-nak, hogy (VPN-es home office közben) a céges internetkapcsolatról nCore-ozták le a Doom-ot és egyéb dolgokat, és egy peren kívüli megegyezéssel elkerülhető az EsPresto beperelése.	Pont arról van szó, hogy bánom, hogy nem vártam 24 órát. ;)
Gyagyásh azt remélem hallottad hogy Matyarországon Orsós felfüggsztette a hitelek fizetését, úgyhogy remélem te is érted már hogy a Tőppre meg a Devizáshaver miért nem fizetnek. Csak azért kérdezem mert nem láttam a közleményedet Fészen, ellentétben az OTP-től, Erstétől, Cib-től igen.	Magánkölcsönökre nem érvényes.
Csak azért szólok hogy ha anyád kérdezné hogy mi lesz már a lóvéval mert nincs keret babkonzervre, te el tudd matyarászni Goldának a hivatalos álláspontot, nehogy jogellenesen faszra akarja húzni a törpegecit a késedelemért.	Magánkölcsönökre nem érvényes.
Szívesen.	Magánkölcsönökre nem érvényes.
Endre ideje lenne elbeszelgetned az ogrevel. Nem járja hogy kenye-kedve szerint kapcsolgassa a routert miközben stream van. Ez nem túl professzionális, Hahó!	Nem az történt. Volt net, amikor megszakadt, bejöttek a weboldalak, csak lassú volt. Sajnos időként újra kell indítani, pedig 70 ezerért vettem modern routert.
10Mbit/secnek elegnek kell lennie a fullhdhoz is te majom. (informatikus?)	Nem a sebesség a kérdés.
10Mbit/secnek elegnek kell lennie a fullhdhoz is te majom. (informatikus?)	Hanem hogy folyamatosan kell ennyit nyomni.
Mi a nem szokasos ekkora forgalomban?	Nem a sebesség a kérdés.
Mi a nem szokasos ekkora forgalomban?	Hanem hogy folyamatosan kell ennyit nyomni.
te ertetlen fasz, nem a fönököd nem fog hazakuldeni, hanem nem jårkålhatsz az utcån a jövö hettöl!	Tegnap Merkel elmondta, hogy ilyen nem lesz. Csak odacsap a rendőr, ha két embernél több van együtt az utcán.
Szerintem ha egy 4-500 eurót lazán kicsapsz a konyhaasztalra, biztos megengedi az ogre, hogy otthon maradj.	Aha. Lófaszt.
Szerintem ha egy 4-500 eurót lazán kicsapsz a konyhaasztalra, biztos megengedi az ogre, hogy otthon maradj.	Vészhelyzetben senki ne nyerészkedjen.
Nagyon ki akarják már baszni az irodából a púpodat ha már maga a főnök intézi az otthoni asztalokat baszod.	"""Nézhetünk a pincében egy nagyobbat is, ha ez nem tetszik."""
Nagyon ki akarják már baszni az irodából a púpodat ha már maga a főnök intézi az otthoni asztalokat baszod.	Szóval ez most nagyon-nagyon kedélyes és kedves, de nyomás. ;)
ha minden, és mindennek az ellenkezője jó, és kurva mindegy, miért nem mész haza az albérletedbe, és miért nem dolgozol otthon annak ellenére, hogy az ogrénak ez nem tetszik? hiszen ha minden, és mindennek az ellenkezője jó, akkor az is kurva mindegy, hogy mit vernyákol az ogre, nem?	Pont ezért idegesítő két oldalról a két ellenkező oldalú nyomás.
ha minden, és mindennek az ellenkezője jó, és kurva mindegy, miért nem mész haza az albérletedbe, és miért nem dolgozol otthon annak ellenére, hogy az ogrénak ez nem tetszik? hiszen ha minden, és mindennek az ellenkezője jó, akkor az is kurva mindegy, hogy mit vernyákol az ogre, nem?	Mert amúgy magamtól pont leszarnám, mi hogy van. Nekem nincs dilemmám.
na látod, ezért nem kurva mindegy, mert be vagy csicskítva.	Pont ezért idegesítő két oldalról a két ellenkező oldalú nyomás.
na látod, ezért nem kurva mindegy, mert be vagy csicskítva.	Mert amúgy magamtól pont leszarnám, mi hogy van. Nekem nincs dilemmám.
beszoptad a faszt megint gyagyas. na dehat ez van mikor fejjel lefele epited a maslow piramist.	Nem szoptam be semmit. Ugyanazt hoztam meg kifogásként a cégnél, amit ő is mondott.
beszoptad a faszt megint gyagyas. na dehat ez van mikor fejjel lefele epited a maslow piramist.	Kb. 10 perc alatt találtak rá megoldást.
Bullshit. Tegnap neked is átütött az autiködön h 800+fütyiből nem egy öregember hangulatától függve kellene csövezni egy lyuk kis putriban. Beütötted az utolsó szöged a koporsóba.....	Ja, de innentől pont leszarom.
Bullshit. Tegnap neked is átütött az autiködön h 800+fütyiből nem egy öregember hangulatától függve kellene csövezni egy lyuk kis putriban. Beütötted az utolsó szöged a koporsóba.....	Fasz, de ha ezzel akarja kinyírni magát, nincs választásom, mert ez Berlin.
Több mint két hete felkészítettek mindenkit home officera a cégnél.Csak te szerinted amire nem figyelsz az nem létezik.	Ez szerepelt a körlevélben, de én erről nem tudok. Én árról tudok, hogy két munkanap alatt kéne derült égből hirtelen valami új felálláshoz tervezni az életem.
Akkor most megmondod bent az irodában, hogy mégsem tudsz otthonról dolgozni? Mire számítasz?	Az email válasz nélküli csendes tudomásulvételére.
Főnök úrnak már megmondtad, hogy home office van, és mit képzel magáról, hogy mégis bejött dolgozni?	:)))
Főnök úrnak már megmondtad, hogy home office van, és mit képzel magáról, hogy mégis bejött dolgozni?	Egyszerűen szarok le mindent.
Nem ezt írja és ne találd ki mit gondol, az írás/olvasás egzakt tudomány.	Csak így lehet értelmezni.
Nem ezt írja és ne találd ki mit gondol, az írás/olvasás egzakt tudomány.	De te olvass bele fenyegetést.
Na mi van fitymanyaló? Nem azt mondtad, hogy neked minden mindegy csak a streambe ne szóljon bele? Mégis rádszólt, hogy éjfélkor takarodó van. Takonygerincű cseléd vagy!	Nyomhatnám éjjel 2-ig is, de nem akarom. Reggel meló.
Sodi már megint nagy a pofád vírus ügyben de csak addig amíg el nem kapod.	Nem érted.
Sodi már megint nagy a pofád vírus ügyben de csak addig amíg el nem kapod.	Jó a reklám, de már mémek vannak arról, hogy túltolják.
Sodi már megint nagy a pofád vírus ügyben de csak addig amíg el nem kapod.	Még a Parlamentben is ezzel viccelődtek, amikor Orbánt kérdezték.
Sodi már megint nagy a pofád vírus ügyben de csak addig amíg el nem kapod.	"""Abban merül ki a kormányzati felvilágosítás, hogy Győrfi Pál kezet mos?"" :)))))"
A Győrfi Pál még az egyik legpozitívabb közszereplő.	Nem érted.
A Győrfi Pál még az egyik legpozitívabb közszereplő.	Jó a reklám, de már mémek vannak arról, hogy túltolják.
A Győrfi Pál még az egyik legpozitívabb közszereplő.	Még a Parlamentben is ezzel viccelődtek, amikor Orbánt kérdezték.
A Győrfi Pál még az egyik legpozitívabb közszereplő.	"""Abban merül ki a kormányzati felvilágosítás, hogy Győrfi Pál kezet mos?"" :)))))"
Olyan boldog családi élete van amilyen neked sosem lesz. Bár neked szerintem semmilyen sem lesz.	Nem érted.
Olyan boldog családi élete van amilyen neked sosem lesz. Bár neked szerintem semmilyen sem lesz.	Jó a reklám, de már mémek vannak arról, hogy túltolják.
Olyan boldog családi élete van amilyen neked sosem lesz. Bár neked szerintem semmilyen sem lesz.	Még a Parlamentben is ezzel viccelődtek, amikor Orbánt kérdezték.
Olyan boldog családi élete van amilyen neked sosem lesz. Bár neked szerintem semmilyen sem lesz.	"""Abban merül ki a kormányzati felvilágosítás, hogy Győrfi Pál kezet mos?"" :)))))"
Úgyhogy jobb lenne ha nem a normális emberek kritizálásával foglalkoznál hanem szembenéznél szánalmas nyomorult elcseszett életeddel ami 38 évesen egy perverz német öregember jóindulatától függ.	Nem érted.
Úgyhogy jobb lenne ha nem a normális emberek kritizálásával foglalkoznál hanem szembenéznél szánalmas nyomorult elcseszett életeddel ami 38 évesen egy perverz német öregember jóindulatától függ.	Jó a reklám, de már mémek vannak arról, hogy túltolják.
Úgyhogy jobb lenne ha nem a normális emberek kritizálásával foglalkoznál hanem szembenéznél szánalmas nyomorult elcseszett életeddel ami 38 évesen egy perverz német öregember jóindulatától függ.	Még a Parlamentben is ezzel viccelődtek, amikor Orbánt kérdezték.
Úgyhogy jobb lenne ha nem a normális emberek kritizálásával foglalkoznál hanem szembenéznél szánalmas nyomorult elcseszett életeddel ami 38 évesen egy perverz német öregember jóindulatától függ.	"""Abban merül ki a kormányzati felvilágosítás, hogy Győrfi Pál kezet mos?"" :)))))"
Cég vette neked a VR ufószemüveget hogy abban bohóckodjál? És az SZTK-keretet is a Seggpresztó finanszírozza?	A VR szemcsit meg fogom próbálni leírni az adómból. Fejlesztőként minden midern eszköz kell, hogy naprakész maradjak. 5 évre visszamenőleg lehet beadni, és egyszer sem adtam be.
Cég vette neked a VR ufószemüveget hogy abban bohóckodjál? És az SZTK-keretet is a Seggpresztó finanszírozza?	Laptop, gép, tablet, VR.
Cég vette neked a VR ufószemüveget hogy abban bohóckodjál? És az SZTK-keretet is a Seggpresztó finanszírozza?	Youtube könyvek.
Cég vette neked a VR ufószemüveget hogy abban bohóckodjál? És az SZTK-keretet is a Seggpresztó finanszírozza?	Mind megy leírásba.
Erre csak annyit szeretnék mondani, hogy egyszer faterom könyvelője beíratott apámmal 30.000 Ft-ot egy visszaigénylési sorra (életbiztosítás befizetések vagy valami hasonló) az adóbevallásban úgy, hogy mivel a bruttója magas volt, így nem lett volna jogosult semmilyen visszaigénylésre, tehát az adóhivatal alapból figyelembe se kellett volna vegye azt a sort. Mit ad Isten, postafordultával küldték a 60.000-es bírságot, mert jogosulatlan visszaigénylést állapítottak meg. A könyvelő szó nélkül befizette, mivel az ő hibája volt. Ebből csak az a tanulság, hogy az adóbevallásban nincs olyan, hogy próbálkozás. Olyan van, hogy beírsz valamit, aztán megbasznak száraz fasszal, ha nem 100%-ig tökéletes. Az adóbevallás egy OKIRAT, büntetőjogi felelősséggel. Abba nem írogatunk be tippelgetve dolgokat bazmeg. Ennyire fogyatékos te sem lehetsz!	Ha van rá app, márpedig van, akkor az útmutatását követve nem tévedhetek nagyot.
Erre csak annyit szeretnék mondani, hogy egyszer faterom könyvelője beíratott apámmal 30.000 Ft-ot egy visszaigénylési sorra (életbiztosítás befizetések vagy valami hasonló) az adóbevallásban úgy, hogy mivel a bruttója magas volt, így nem lett volna jogosult semmilyen visszaigénylésre, tehát az adóhivatal alapból figyelembe se kellett volna vegye azt a sort. Mit ad Isten, postafordultával küldték a 60.000-es bírságot, mert jogosulatlan visszaigénylést állapítottak meg. A könyvelő szó nélkül befizette, mivel az ő hibája volt. Ebből csak az a tanulság, hogy az adóbevallásban nincs olyan, hogy próbálkozás. Olyan van, hogy beírsz valamit, aztán megbasznak száraz fasszal, ha nem 100%-ig tökéletes. Az adóbevallás egy OKIRAT, büntetőjogi felelősséggel. Abba nem írogatunk be tippelgetve dolgokat bazmeg. Ennyire fogyatékos te sem lehetsz!	"Ez a ""tanulom a VR-t"" tipikusan olyan, hogy ha érvelésemmel lefedem, hogy miért a tanuláshoz szükséges technikai eszköz, akkor vagy elfogadják, vagy nem."
Erre csak annyit szeretnék mondani, hogy egyszer faterom könyvelője beíratott apámmal 30.000 Ft-ot egy visszaigénylési sorra (életbiztosítás befizetések vagy valami hasonló) az adóbevallásban úgy, hogy mivel a bruttója magas volt, így nem lett volna jogosult semmilyen visszaigénylésre, tehát az adóhivatal alapból figyelembe se kellett volna vegye azt a sort. Mit ad Isten, postafordultával küldték a 60.000-es bírságot, mert jogosulatlan visszaigénylést állapítottak meg. A könyvelő szó nélkül befizette, mivel az ő hibája volt. Ebből csak az a tanulság, hogy az adóbevallásban nincs olyan, hogy próbálkozás. Olyan van, hogy beírsz valamit, aztán megbasznak száraz fasszal, ha nem 100%-ig tökéletes. Az adóbevallás egy OKIRAT, büntetőjogi felelősséggel. Abba nem írogatunk be tippelgetve dolgokat bazmeg. Ennyire fogyatékos te sem lehetsz!	De semmiképp sem eldöntendő kérdés, aminek a nem feltétlen helyes megítéléséért bírság járna.
Egyedül vagy az irodában, fogyaték? Ugye azért tették ki neked a kesztyűt meg a maszkot, mert sírtál a főnökúrnak, hogy nem maradhatsz otthon? Megszántak, kripli?	Ha van rá app, márpedig van, akkor az útmutatását követve nem tévedhetek nagyot.
Egyedül vagy az irodában, fogyaték? Ugye azért tették ki neked a kesztyűt meg a maszkot, mert sírtál a főnökúrnak, hogy nem maradhatsz otthon? Megszántak, kripli?	"Ez a ""tanulom a VR-t"" tipikusan olyan, hogy ha érvelésemmel lefedem, hogy miért a tanuláshoz szükséges technikai eszköz, akkor vagy elfogadják, vagy nem."
Egyedül vagy az irodában, fogyaték? Ugye azért tették ki neked a kesztyűt meg a maszkot, mert sírtál a főnökúrnak, hogy nem maradhatsz otthon? Megszántak, kripli?	De semmiképp sem eldöntendő kérdés, aminek a nem feltétlen helyes megítéléséért bírság járna.
Már ketten kopogtatnak az ajtódon baszod, az ogre és a valóság, jöhet még a rendőrség, az adóhivatal, a járványügy. Barátokat gyűjtesz baszod?	Vágod te, miért szarom le a szart is. :))))
Már ketten kopogtatnak az ajtódon baszod, az ogre és a valóság, jöhet még a rendőrség, az adóhivatal, a járványügy. Barátokat gyűjtesz baszod?	Tegnapelőtt dilemmáztam, tegnaptól leszarom :D Nekem nem kell megoldanom semmit. :))))
Endre, örömmel látom, hogy elindultál a felnőttkor felé vezető rögös ösvényen! Régen még a csajoddal cipeltetted a monitort, most meg már egyedül is megy, mi ez, ha nem fejlődés?	Elmondtam. Én legfeljebb pár órán át rágódok egy dilemmán. Ha azalatt nincs megoldás, választok egy szélsőséget, és az lesz a megoldás.
Endre, örömmel látom, hogy elindultál a felnőttkor felé vezető rögös ösvényen! Régen még a csajoddal cipeltetted a monitort, most meg már egyedül is megy, mi ez, ha nem fejlődés?	1) bezárkózunk, és kenyeret is neten rendelünk
Endre, örömmel látom, hogy elindultál a felnőttkor felé vezető rögös ösvényen! Régen még a csajoddal cipeltetted a monitort, most meg már egyedül is megy, mi ez, ha nem fejlődés?	2) leszarjuk az egészet
Endre, örömmel látom, hogy elindultál a felnőttkor felé vezető rögös ösvényen! Régen még a csajoddal cipeltetted a monitort, most meg már egyedül is megy, mi ez, ha nem fejlődés?	Nekem bármelyik jó, mert egyszerű de a kettő közötti átmenetek ezerféle szempontjain nem vagyok hajlandó rágódni.
De azért gondoltál arra közben, hogy milyen jó lenne, ha Vera mama kapná fel a monitort, és nem kéne neked totyogni lihegve a kihalt berlini utcákon, ugye? :)	Elmondtam. Én legfeljebb pár órán át rágódok egy dilemmán. Ha azalatt nincs megoldás, választok egy szélsőséget, és az lesz a megoldás.
De azért gondoltál arra közben, hogy milyen jó lenne, ha Vera mama kapná fel a monitort, és nem kéne neked totyogni lihegve a kihalt berlini utcákon, ugye? :)	1) bezárkózunk, és kenyeret is neten rendelünk
De azért gondoltál arra közben, hogy milyen jó lenne, ha Vera mama kapná fel a monitort, és nem kéne neked totyogni lihegve a kihalt berlini utcákon, ugye? :)	2) leszarjuk az egészet
De azért gondoltál arra közben, hogy milyen jó lenne, ha Vera mama kapná fel a monitort, és nem kéne neked totyogni lihegve a kihalt berlini utcákon, ugye? :)	Nekem bármelyik jó, mert egyszerű de a kettő közötti átmenetek ezerféle szempontjain nem vagyok hajlandó rágódni.
Sodi, most hogy szerinted az egész Valve Index fos megtámogatod szoftveresen hogy jobb legyen? Amúgy a helyedben rögtön hardvert is fejlesztenék a helyedben. Max 2 hét az egész. Amúgy is ezzel foglalkozol otthon nem?	Mondom. Szerintem szar helyre rakom az érzékelőket. 60 ezer forint darabja (Saturnban 70 ezer), és kettő van. Le kéne tudnom velük azt a kis helyet.
ezekre az elgato zold hatterekre lehet ruhat teriteni?	A stream-em lesz egyre profibb.
Nem fogják.	Neten rendelt cuccot muszáj.
Nem fogják.	De azért basszák meg.
világosan megmondta hogy ő az 53 ezer forintos elgáttót akarja és nem valami olcsóbb szart..sebaj összegyűrve biztos visszaadják az árát!	Nem gyűrtem össze, csak megpróbàltam használni.
világosan megmondta hogy ő az 53 ezer forintos elgáttót akarja és nem valami olcsóbb szart..sebaj összegyűrve biztos visszaadják az árát!	De nem lehetett, mert egy szar.
Ebben az összefoglalóban többször elhangzik, hogy tele vagy problémával. Nem úgy volt, hogy megszűntek, mert nem veszel róluk tudomást?	Arra utaltam, hogy az mindenkinek van.
Úgyis teljes gazdasági összeomlás, hiperinfláció és világvége lesz. Hülye lennél, ha nem maxolnál ki minden hitellehetőséget most, amíg még lehet.	Nekem nem kevesebb a melóm a vírus miatt, hanem több.
Egy (mit egy, két!) Elgato green screen köztudottan nélkülözhetetlen az apokalipszis során.	Nekem nem kevesebb a melóm a vírus miatt, hanem több.
a főbérlő azért tiltakozik, mert rendeltetésszerűen akarod használni a bérleményt egész nap?	Szerinte a home office nem lakáscélú használat, és arra szerződtünk.
a főbérlő azért tiltakozik, mert rendeltetésszerűen akarod használni a bérleményt egész nap?	Nekem meg egy hete elég volt másfél óráig győzködni. Ha a lépcsőházban halott embereken átlépve kell melóba mennem, akkor sem nyitom ki újra a vitát, mert annyira leszarom.
hát mondd meg neki, hogy szerinted meg nem így van. nincs olyan törvény németországban, ami munkahellyé minősítene egy lakószobát attól, mert valaki átmenetileg onnan végzi a munkáját.	Másfél óra alatt elmondtam én minden érvet. Ezért szarom le, mert megtettem mindent.
mi a faszt keresel ott ha háromszor mondtak fel? Nem éjtyed mit jelent a felmondás, vagy mi a keci van? Teljesen értetlen hülye barom vagy?	Az van, hogy hova, hogyan.
mi a faszt keresel ott ha háromszor mondtak fel? Nem éjtyed mit jelent a felmondás, vagy mi a keci van? Teljesen értetlen hülye barom vagy?	Fasznak kell új probléma.
mi a faszt keresel ott ha háromszor mondtak fel? Nem éjtyed mit jelent a felmondás, vagy mi a keci van? Teljesen értetlen hülye barom vagy?	Én még hosszú évekig akarok bármiféle változás nélkül innen stream-emlni.
mi a faszt keresel ott ha háromszor mondtak fel? Nem éjtyed mit jelent a felmondás, vagy mi a keci van? Teljesen értetlen hülye barom vagy?	Mert amúgy elvagyok én itt.
mi a faszt keresel ott ha háromszor mondtak fel? Nem éjtyed mit jelent a felmondás, vagy mi a keci van? Teljesen értetlen hülye barom vagy?	Ez a szitu.
Sodinak most kb 1200 eurójába került, hogy néhány új nezőt szerezzen. Az alyx, a predator, a cod remastered hozott jó néhány nézőt. A többség persze nagyon gyorsan otthagyta mert látta hogy mennyire balfasz. Az emelkedett nézőszám twitchen nem fog sokáig tartani.	Nem. :)
Sodinak most kb 1200 eurójába került, hogy néhány új nezőt szerezzen. Az alyx, a predator, a cod remastered hozott jó néhány nézőt. A többség persze nagyon gyorsan otthagyta mert látta hogy mennyire balfasz. Az emelkedett nézőszám twitchen nem fog sokáig tartani.	Ez nem erről szól. Hanem arról, hogy a Twitch növekedés amúgy is folyamatos. A mirror csak picit megzökkentette.
néhány napon belül már csak egy két troll meg féltucat két szitkozódni vágyó trash-es fogja nézni a twitchen. Hacsak nem jelenik meg addig valami új játék amit megvesz és néhány idióta újra megtalálja emiatt.	Nem. :)
néhány napon belül már csak egy két troll meg féltucat két szitkozódni vágyó trash-es fogja nézni a twitchen. Hacsak nem jelenik meg addig valami új játék amit megvesz és néhány idióta újra megtalálja emiatt.	Ez nem erről szól. Hanem arról, hogy a Twitch növekedés amúgy is folyamatos. A mirror csak picit megzökkentette.
Aztán miért nincs egy rendes szék, meg asztal, te igénytelen kotoréklakó?	Mert játékra van berendezve minden, nem melóra:)
Használd a régit az jó volt a szar neted miatt akadozott te..	Jó. Visszatérek ahhoz.
"Bejelentett.. sajnos..., egyéb esetben nem hívná a bank pár havonta, hogy ""látjuk nagyon fogy a hitelkerete. Szeretné megnövelni, hogy még nagyobb adósságba legyen?"	És ez tényleg így van.
"Bejelentett.. sajnos..., egyéb esetben nem hívná a bank pár havonta, hogy ""látjuk nagyon fogy a hitelkerete. Szeretné megnövelni, hogy még nagyobb adósságba legyen?"	Úgy kell őket lerázni magamról. :)
Trollz! Kérdezzétek meg minél többen a púpos szart a Haseo videoról. Érezze a törődést.	Megnéztem. Depi van, mert nincs célom, és csak tengődök. Arra van a Twitch, hogy azért mégis csináljak valamit.
Trollz! Kérdezzétek meg minél többen a púpos szart a Haseo videoról. Érezze a törődést.	Igaza van a gyereknek. Ez az igazság. Mit reagáljak erre?
Mikor kapod vissza az államtól a munkára vett cuccokat?	Azt május végéig kell beadnom. És utána pár hét. Addig hétvégénként előkészítem.
Ne feledkezzünk meg a dioptriás VR lencséről sem Sneci! Az is elengedhetetlen tartozéka a shikeres műsornak.	Ja, csak asszem az optika is zárva. Nemtom megkérdezni...
Jelentettem fake news miatt.	Melyik tény fake news, ami elhangzik a videóban?
Nincs olyan szabály, hogy nem mehetsz le vidékre budapesti lakcímkártyával. Orbánék valóban emlegették, hogy nem szabad a budapestieknek lemenni a vidéki nyaralójukba, viszont erről nem hoztak rendeletet, te pedig életvitelszerűen élnél ott, tehát teljesen törvényesen.	Jó, ez az infó nekem most új (eszembe is jutott, hogy akkor a Magyarosi Csabának vissza kell vinnia a kiscsaládot emiatt Pestre, és nem maradhatnak tovább lent, vagy mi a fasz? :))))
Nincs olyan szabály, hogy nem mehetsz le vidékre budapesti lakcímkártyával. Orbánék valóban emlegették, hogy nem szabad a budapestieknek lemenni a vidéki nyaralójukba, viszont erről nem hoztak rendeletet, te pedig életvitelszerűen élnél ott, tehát teljesen törvényesen.	Majd utánaolvasok.
Akkor most mennyit dolgozol? 2 órát? 1/3-ad fizetésért?	Az elhatározásom úgy hangzik, hogy 70% alatt minden kizárt, és az is csak addig jöhet szóba, amíg a német kormány szerint nem kell a hitelem fizetnem, és ezt is kommunikáltam.
Akkor most mennyit dolgozol? 2 órát? 1/3-ad fizetésért?	Elgondolkodtam azon, amit írtatok, hogy mi van, ez HR-es shit-teszt, és akkor kemény ellenállást tanúsít, aki nem teljesen balek meg hülye. :)
Akkor most mennyit dolgozol? 2 órát? 1/3-ad fizetésért?	Igen.
ezen a mostantól csendben fog fókahangon ordítani, nagyon röhögök.	Egy tévéfilmben is kiabálnak néha. :)
ezen a mostantól csendben fog fókahangon ordítani, nagyon röhögök.	Csak az legyen a szint.
ezen a mostantól csendben fog fókahangon ordítani, nagyon röhögök.	És minden oké.
ezen a mostantól csendben fog fókahangon ordítani, nagyon röhögök.	De nem kezdem, amíg nincs meg a második net.
ezen a mostantól csendben fog fókahangon ordítani, nagyon röhögök.	Szerdáig jön meg kb.
ezen a mostantól csendben fog fókahangon ordítani, nagyon röhögök.	Holnap megpróbálom elkészíteni a szünetjelet, meg a kezdéshez a visszaszámláló klippet.
Postaláda nélküli, postacím nélküli, félhajléktalan sodi a SoDi, kurvára röhögök, keci :D :D	Pont leszarom, pont erre van a szállítási cím.
Postaláda nélküli, postacím nélküli, félhajléktalan sodi a SoDi, kurvára röhögök, keci :D :D	De erre most jutott eszembe egy remek ötlet.
Postaláda nélküli, postacím nélküli, félhajléktalan sodi a SoDi, kurvára röhögök, keci :D :D	Odarakok a többé mellé egy saját levélszekrényt.
Postaláda nélküli, postacím nélküli, félhajléktalan sodi a SoDi, kurvára röhögök, keci :D :D	Vagy a tetejükre. Oszt kész.
Nem meri hergelni az ogrét azzal, hogy hadd maradjon otthon.:)))))	1) Márkék linzi lakása
Nem meri hergelni az ogrét azzal, hogy hadd maradjon otthon.:)))))	2) Újszász
Nem meri hergelni az ogrét azzal, hogy hadd maradjon otthon.:)))))	3) Devizás nyaralója
Nem meri hergelni az ogrét azzal, hogy hadd maradjon otthon.:)))))	4) Fórizs pesti lakása esetleg
Nem meri hergelni az ogrét azzal, hogy hadd maradjon otthon.:)))))	A gond nem ez. A gond az, hogy zárva vannak a határok.
